QFilter types (string):
9 :: if no filter is used,
0 :: if Q0 is used for all layers,
01 :: if Q0 is used for the first layer and Q1 is used for the other layers,
01x :: if Q0 is used for the first layer and Q0+Q1 is used for the other layers,
1x :: if Q0+Q1 is used for all layers 
('QFilter, GVal, DVal, SIZE, initial_mapping  =', '01x', True, 'all', 'top')
('lev, slayer, gamma, stop, anchor =', 3, 0, 0, 10, True)
In this test, we use Type 01x filter and top initial mapping for all circuits on tokyo
*****************************************
Thu Sep 24 11:03:16 2020
(102, 'one-two-three-v1_99', 5, 59, 71, 12, 0.04, 1.2034)
(103, 'rd73_252', 10, 2319, 3399, 1080, 31.98, 1.4657)
(104, '3_17_13', 3, 17, 17, 0, 0.0, 1.0)
(105, 'f2_232', 8, 525, 708, 183, 0.64, 1.3486)
(106, 'qft_10', 10, 90, 126, 36, 1.29, 1.4)
(107, 'rd53_135', 7, 134, 200, 66, 0.53, 1.4925)
(108, 'one-two-three-v0_97', 5, 128, 170, 42, 0.14, 1.3281)
(109, 'rd53_251', 8, 564, 729, 165, 2.81, 1.2926)
(110, 'sf_274', 6, 336, 378, 42, 0.12, 1.125)
(111, 'sym10_262', 12, 28084, 36922, 8838, 514.78, 1.3147)
(112, 'sqn_258', 10, 4459, 5971, 1512, 52.55, 1.3391)
(113, 'hwb5_53', 6, 598, 757, 159, 2.59, 1.2659)
(114, '4gt10-v1_81', 5, 66, 78, 12, 0.35, 1.1818)
(115, '4gt13_91', 5, 49, 55, 6, 0.04, 1.1224)
(116, 'mod5mils_65', 5, 16, 16, 0, 0.0, 1.0)
(117, '4gt13_90', 5, 53, 62, 9, 0.06, 1.1698)
(118, 'urf5_280', 9, 23764, 34636, 10872, 357.0, 1.4575)
(119, '4gt4-v1_74', 6, 119, 146, 27, 0.14, 1.2269)
(120, 'alu-v3_35', 5, 18, 27, 9, 0.02, 1.5)
(121, 'alu-v3_34', 5, 24, 33, 9, 0.02, 1.375)
(122, 'mod8-10_177', 6, 196, 286, 90, 0.46, 1.4592)
(123, 'clip_206', 14, 14772, 21513, 6741, 607.93, 1.4563)
(124, '4gt11_83', 5, 14, 14, 0, 0.0, 1.0)
(125, '4gt11_82', 5, 18, 21, 3, 0.02, 1.1667)
(126, '4mod5-v1_22', 5, 11, 11, 0, 0.0, 1.0)
(127, '4mod5-v1_23', 5, 32, 41, 9, 0.01, 1.2812)
(128, 'sym6_145', 7, 1701, 2163, 462, 6.73, 1.2716)
(129, 'ising_model_16', 16, 150, 150, 0, 0.0, 1.0)
(130, '4mod5-v0_20', 5, 10, 10, 0, 0.0, 1.0)
(131, 'xor5_254', 6, 5, 5, 0, 0.0, 1.0)
The average ratio is 458740:333811 = 1.3743
The time spent for this test is 7590.12 : 7591.18
