QFilter types (string):
9 :: if no filter is used,
0 :: if Q0 is used for all layers,
01 :: if Q0 is used for the first layer and Q1 is used for the other layers,
01x :: if Q0 is used for the first layer and Q0+Q1 is used for the other layers,
1x :: if Q0+Q1 is used for all layers 
('QFilter, GVal, DVal, SIZE, initial_mapping  =', '01y', True, 'all', 'top')
('lev, slayer, gamma, stop, anchor =', 3, 0, 0, 10, True)
In this test, we use Type 01y filter and top initial mapping for all circuits on sycamore
*****************************************
Thu Sep 24 14:05:09 2020
(110, 'sf_274', 6, 336, 1092, 756, 0.58, 3.25)
(111, 'sym10_262', 12, 28084, 81367, 53283, 336.18, 2.8973)
(112, 'sqn_258', 10, 4459, 13135, 8676, 23.35, 2.9457)
(113, 'hwb5_53', 6, 598, 1480, 882, 1.19, 2.4749)
(114, '4gt10-v1_81', 5, 66, 249, 183, 0.09, 3.7727)
(115, '4gt13_91', 5, 49, 106, 57, 0.06, 2.1633)
(116, 'mod5mils_65', 5, 16, 34, 18, 0.01, 2.125)
(117, '4gt13_90', 5, 53, 110, 57, 0.07, 2.0755)
(118, 'urf5_280', 9, 23764, 61693, 37929, 154.74, 2.5961)
(119, '4gt4-v1_74', 6, 119, 347, 228, 0.19, 2.916)
(120, 'alu-v3_35', 5, 18, 42, 24, 0.04, 2.3333)
(121, 'alu-v3_34', 5, 24, 54, 30, 0.04, 2.25)
(122, 'mod8-10_177', 6, 196, 493, 297, 0.33, 2.5153)
(123, 'clip_206', 14, 14772, 42714, 27942, 320.23, 2.8916)
(124, '4gt11_83', 5, 14, 23, 9, 0.0, 1.6429)
(125, '4gt11_82', 5, 18, 30, 12, 0.01, 1.6667)
(126, '4mod5-v1_22', 5, 11, 20, 9, 0.01, 1.8182)
(127, '4mod5-v1_23', 5, 32, 77, 45, 0.04, 2.4062)
(128, 'sym6_145', 7, 1701, 4530, 2829, 3.94, 2.6631)
(129, 'ising_model_16', 16, 150, 150, 0, 0.0, 1.0)
(130, '4mod5-v0_20', 5, 10, 19, 9, 0.01, 1.9)
(131, 'xor5_254', 6, 5, 8, 3, 0.0, 1.6)
The average ratio is 930034:333811 = 2.7861
The time spent for this test is 4267.99 : 4269.53
